game_id,season,week,posteam,player_id,player_name,rz_touches,rz_rush_touches,rz_target_touches,rz_tds,i10_touches,i10_rush_touches,i10_target_touches,i10_tds,gl_touches,gl_rush_touches,gl_target_touches,gl_tds,team_rz_touches,rz_touch_share,offense_snaps,team_offense_snaps,snap_share,position_group,depth_rank,ahead_injury_statuses,defteam,roof,temp,wind,allowed_rz_touches_last1,allowed_rz_touches_last3,allowed_rz_touches_last5,allowed_rz_touches_season_avg,allowed_rz_tds_last1,allowed_rz_tds_last3,allowed_rz_tds_last5,allowed_rz_tds_season_avg,allowed_i10_touches_last1,allowed_i10_touches_last3,allowed_i10_touches_last5,allowed_i10_touches_season_avg,allowed_i10_tds_last1,allowed_i10_tds_last3,allowed_i10_tds_last5,allowed_i10_tds_season_avg,allowed_gl_touches_last1,allowed_gl_touches_last3,allowed_gl_touches_last5,allowed_gl_touches_season_avg,allowed_gl_tds_last1,allowed_gl_tds_last3,allowed_gl_tds_last5,allowed_gl_tds_season_avg,allowed_cum_gl_touches,allowed_cum_gl_tds,allowed_cum_i10_touches,allowed_cum_i10_tds,allowed_cum_rz_touches,allowed_cum_rz_tds,allowed_season_total_rz_touches_allowed,rz_touches_last1,rz_touches_last3,rz_touches_last5,rz_touches_season_avg,rz_touch_share_last1,rz_touch_share_last3,rz_touch_share_last5,rz_touch_share_season_avg,rz_tds_last1,rz_tds_last3,rz_tds_last5,rz_tds_season_avg,snap_share_last1,snap_share_last3,snap_share_last5,snap_share_season_avg,recent_td_production_pct,conversion_rate_pct,proven_heat,touch_share_trend_pct,snap_share_trend_pct,touch_volume_trend_pct,emerging_heat,td_opportunity,td_opportunity_completeness,touch_share_trend_pct_role,snap_share_trend_pct_role,depth_chart_movement_pct,role_trend,external_opportunity,role_momentum,role_momentum_completeness,recent_tds_allowed_pct,conversion_rate_allowed_pct,defensive_matchup_vulnerability,environment_score,situation,situation_completeness,evidence_completeness,evidence_convergence,evidence_quality,core_score,confidence_multiplier,tpe_score,n_books,best_price,best_book,consensus_implied_probability,consensus_price_american,market_value_score,market_value_completeness
2026_01_SF_LA,2026,1,SF,00-0033280,Christian McCaffrey,,,,,,,,,,,,,,,,,,RB,1.0,[],LA,dome,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,50.0,45.2,48.1,50.0,50.0,50.0,50.0,57.2,30.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0,46.9,48.8,100.0,64.1,50.0,26.7,85.9,47.9,57.1,0.74,42.2,,,,,,,
2026_01_SF_LA,2026,1,SF,00-0033288,George Kittle,,,,,,,,,,,,,,,,,,TE,1.0,[],LA,dome,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,50.0,45.2,48.1,50.0,50.0,50.0,50.0,57.2,30.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0,46.9,48.8,100.0,64.1,50.0,26.7,85.9,47.9,57.1,0.74,42.2,,,,,,,
2026_01_GB_MIN,2026,1,MIN,00-0033293,Aaron Jones,,,,,,,,,,,,,,,,,,RB,1.0,[],GB,dome,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,50.0,45.2,48.1,50.0,50.0,50.0,50.0,57.2,30.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0,46.9,48.8,100.0,64.1,50.0,26.7,85.9,47.9,57.1,0.74,42.2,,,,,,,
2026_01_NYJ_TEN,2026,1,NYJ,00-0033375,Tim Patrick,,,,,,,,,,,,,,,,,,WR,5.0,[],TEN,outdoors,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,50.0,45.2,48.1,50.0,50.0,50.0,50.0,57.2,30.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0,46.9,48.8,50.0,49.1,37.5,22.5,91.9,45.5,52.8,0.728,38.4,,,,,,,
2026_01_DAL_NYG,2026,1,NYG,00-0033376,Patrick Ricard,,,,,,,,,,,,,,,,,,RB,,[],DAL,outdoors,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,50.0,45.2,48.1,50.0,50.0,50.0,50.0,57.2,30.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0,46.9,48.8,50.0,49.1,37.5,22.5,91.9,45.5,52.8,0.728,38.4,,,,,,,
2026_01_WAS_PHI,2026,1,WAS,00-0033455,Anthony Firkser,,,,,,,,,,,,,,,,,,TE,5.0,[],PHI,outdoors,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,50.0,45.2,48.1,50.0,50.0,50.0,50.0,57.2,30.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0,46.9,48.8,50.0,49.1,37.5,22.5,91.9,45.5,52.8,0.728,38.4,,,,,,,
2026_01_TB_CIN,2026,1,CIN,00-0033526,Samaje Perine,,,,,,,,,,,,,,,,,,RB,2.0,[],TB,outdoors,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,50.0,45.2,48.1,50.0,50.0,50.0,50.0,57.2,30.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0,46.9,48.8,50.0,49.1,37.5,22.5,91.9,45.5,52.8,0.728,38.4,,,,,,,
2026_01_NE_SEA,2026,1,NE,00-0033555,Mack Hollins,,,,,,,,,,,,,,,,,,WR,5.0,[],SEA,outdoors,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,50.0,45.2,48.1,50.0,50.0,50.0,50.0,57.2,30.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0,46.9,48.8,50.0,49.1,37.5,22.5,52.8,34.5,43.3,0.672,29.1,1.0,600.0,DraftKings,0.14285714285714285,600.0,10.0,100.0
2026_01_NE_SEA,2026,1,SEA,00-0033576,Eric Saubert,,,,,,,,,,,,,,,,,,TE,3.0,[],NE,outdoors,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,50.0,45.2,48.1,50.0,50.0,50.0,50.0,57.2,30.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0,46.9,48.8,50.0,49.1,37.5,22.5,91.9,45.5,52.8,0.728,38.4,,,,,,,
2026_01_CHI_CAR,2026,1,CAR,00-0033589,David Moore,,,,,,,,,,,,,,,,,,WR,6.0,[],CHI,outdoors,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,50.0,45.2,48.1,50.0,50.0,50.0,50.0,57.2,30.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0,46.9,48.8,50.0,49.1,37.5,22.5,91.9,45.5,52.8,0.728,38.4,,,,,,,
2026_01_ATL_PIT,2026,1,PIT,00-0033757,Robert Tonyan,,,,,,,,,,,,,,,,,,TE,3.0,[],ATL,outdoors,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,50.0,45.2,48.1,50.0,50.0,50.0,50.0,57.2,30.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0,46.9,48.8,50.0,49.1,37.5,22.5,91.9,45.5,52.8,0.728,38.4,,,,,,,
2026_01_DAL_NYG,2026,1,NYG,00-0033857,JuJu Smith-Schuster,,,,,,,,,,,,,,,,,,WR,6.0,[],DAL,outdoors,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,50.0,45.2,48.1,50.0,50.0,50.0,50.0,57.2,30.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0,46.9,48.8,50.0,49.1,37.5,22.5,91.9,45.5,52.8,0.728,38.4,,,,,,,
2026_01_DEN_KC,2026,1,DEN,00-0033881,Evan Engram,,,,,,,,,,,,,,,,,,TE,1.0,[],KC,outdoors,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,50.0,45.2,48.1,50.0,50.0,50.0,50.0,57.2,30.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0,46.9,48.8,50.0,49.1,37.5,22.5,91.9,45.5,52.8,0.728,38.4,,,,,,,
2026_01_ARI_LAC,2026,1,LAC,00-0033885,David Njoku,,,,,,,,,,,,,,,,,,TE,2.0,[],ARI,dome,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,50.0,45.2,48.1,50.0,50.0,50.0,50.0,57.2,30.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0,46.9,48.8,100.0,64.1,50.0,26.7,85.9,47.9,57.1,0.74,42.2,,,,,,,
2026_01_NO_DET,2026,1,NO,00-0033906,Alvin Kamara,,,,,,,,,,,,,,,,,,RB,2.0,[],DET,dome,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,50.0,45.2,48.1,50.0,50.0,50.0,50.0,57.2,30.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0,46.9,48.8,100.0,64.1,50.0,26.7,85.9,47.9,57.1,0.74,42.2,,,,,,,
2026_01_NE_SEA,2026,1,SEA,00-0033908,Cooper Kupp,,,,,,,,,,,,,,,,,,WR,3.0,[],NE,outdoors,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,50.0,45.2,48.1,50.0,50.0,50.0,50.0,57.2,30.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0,46.9,48.8,50.0,49.1,37.5,22.5,89.1,44.8,54.4,0.724,39.4,1.0,240.0,DraftKings,0.29411764705882354,240.0,60.0,100.0
2026_01_TB_CIN,2026,1,TB,00-0033921,Chris Godwin Jr.,,,,,,,,,,,,,,,,,,WR,2.0,[],CIN,outdoors,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,50.0,45.2,48.1,50.0,50.0,50.0,50.0,57.2,30.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0,46.9,48.8,50.0,49.1,37.5,22.5,91.9,45.5,52.8,0.728,38.4,,,,,,,
2026_01_WAS_PHI,2026,1,WAS,00-0033955,Jeremy McNichols,,,,,,,,,,,,,,,,,,RB,4.0,[],PHI,outdoors,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,50.0,45.2,48.1,50.0,50.0,50.0,50.0,57.2,30.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0,46.9,48.8,50.0,49.1,37.5,22.5,91.9,45.5,52.8,0.728,38.4,,,,,,,
2026_01_NO_DET,2026,1,DET,00-0034270,Tyler Conklin,,,,,,,,,,,,,,,,,,TE,3.0,[],NO,dome,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,50.0,45.2,48.1,50.0,50.0,50.0,50.0,57.2,30.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0,46.9,48.8,100.0,64.1,50.0,26.7,85.9,47.9,57.1,0.74,42.2,,,,,,,
2026_01_DAL_NYG,2026,1,DAL,00-0034272,Marquez Valdes-Scantling,,,,,,,,,,,,,,,,,,WR,5.0,[],NYG,outdoors,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,50.0,45.2,48.1,50.0,50.0,50.0,50.0,57.2,30.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0,46.9,48.8,50.0,49.1,37.5,22.5,91.9,45.5,52.8,0.728,38.4,,,,,,,
2026_01_DEN_KC,2026,1,DEN,00-0034348,Courtland Sutton,,,,,,,,,,,,,,,,,,WR,1.0,[],KC,outdoors,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,50.0,45.2,48.1,50.0,50.0,50.0,50.0,57.2,30.0,50.0,50.0,50.0,50.0,0.0,50.0,0.0,50.0,46.9,48.8,50.0,49.1,37.5,22.5,91.9,45.5,52.8,0.728,38.4,,,,,,,
